1,1
2,1
3,1
4,1
5,1
6,1
7,1
8,512,1
9,1
10,1
11,1
12,512
13,1
14,512
15,512
16,16
17,1
18,1
19,1
20,512
21,1
22,512
23,512
24,24
25,1
26,512
27,512
28,28
29,512
30,30
31,31
32,1
33,1
34,1
35,1
36,512
37,1
38,512
39,512
40,40
41,1
42,512
43,512
44,44
45,512
46,46
47,47
48,1
49,1
50,512
51,512
52,52
53,512
54,54
55,55
56,1
57,512
58,58
59,59
60,1
61,61
62,1
63,1
64,1
65,1
66,1
67,1
68,512
69,1
70,512
71,512
72,72
73,1
74,512
75,512
76,76
77,512
78,78
79,79
80,1
81,1
82,512
83,512
84,84
85,512
86,86
87,87
88,1
89,512
90,90
91,91
92,1
93,93
94,1
95,1
96,1
97,1
98,512
99,512
100,100
101,512
102,102
103,103
104,1
105,512
106,106
107,107
108,1
109,109
110,1
111,1
112,1
113,512
114,114
115,115
116,1
117,117
118,1
119,1
120,1
121,121
122,1
123,1
124,1
125,1
126,1
127,1
128,1
129,1
130,1
131,1
132,512
133,1
134,512
135,512
136,136
137,1
138,512
139,512
140,140
141,512
142,142
143,143
144,1
145,1
146,512
147,512
148,148
149,512
150,150
151,151
152,1
153,512
154,154
155,155
156,1
157,157
158,1
159,1
160,1
161,1
162,512
163,512
164,164
165,512
166,166
167,167
168,1
169,512
170,170
171,171
172,1
173,173
174,1
175,1
176,1
177,512
178,178
179,179
180,1
181,181
182,1
183,1
184,1
185,185
186,1
187,1
188,1
189,1
190,1
191,1
192,1
193,1
194,512
195,512
196,196
197,512
198,198
199,199
200,1
201,512
202,202
203,203
204,1
205,205
206,1
207,1
208,1
209,512
210,210
211,211
212,1
213,213
214,1
215,1
216,1
217,217
218,1
219,1
220,1
221,1
222,1
223,1
224,1
225,512
226,226
227,227
228,1
229,229
230,1
231,1
232,1
233,233
234,1
235,1
236,1
237,1
238,1
239,1
240,1
241,241
242,1
243,1
244,1
245,1
246,1
247,1
248,1
249,1
250,1
251,1
252,1
253,1
254,1
255,1
256,1
257,1
258,1
259,1
260,512
261,1
262,512
263,512
264,264
265,1
266,512
267,512
268,268
269,512
270,270
271,271
272,1
273,1
274,512
275,512
276,276
277,512
278,278
279,279
280,1
281,512
282,282
283,283
284,1
285,285
286,1
287,1
288,1
289,1
290,512
291,512
292,292
293,512
294,294
295,295
296,1
297,512
298,298
299,299
300,1
301,301
302,1
303,1
304,1
305,512
306,306
307,307
308,1
309,309
310,1
311,1
312,1
313,313
314,1
315,1
316,1
317,1
318,1
319,1
320,1
321,1
322,512
323,512
324,324
325,512
326,326
327,327
328,1
329,512
330,330
331,331
332,1
333,333
334,1
335,1
336,1
337,512
338,338
339,339
340,1
341,341
342,1
343,1
344,1
345,345
346,1
347,1
348,1
349,1
350,1
351,1
352,1
353,512
354,354
355,355
356,1
357,357
358,1
359,1
360,1
361,361
362,1
363,1
364,1
365,1
366,1
367,1
368,1
369,369
370,1
371,1
372,1
373,1
374,1
375,1
376,1
377,1
378,1
379,1
380,1
381,1
382,1
383,1
384,1
385,1
386,512
387,512
388,388
389,512
390,390
391,391
392,1
393,512
394,394
395,395
396,1
397,397
398,1
399,1
400,1
401,512
402,402
403,403
404,1
405,405
406,1
407,1
408,1
409,409
410,1
411,1
412,1
413,1
414,1
415,1
416,1
417,512
418,418
419,419
420,1
421,421
422,1
423,1
424,1
425,425
426,1
427,1
428,1
429,1
430,1
431,1
432,1
433,433
434,1
435,1
436,1
437,1
438,1
439,1
440,1
441,1
442,1
443,1
444,1
445,1
446,1
447,1
448,1
449,512
450,450
451,451
452,1
453,453
454,1
455,1
456,1
457,457
458,1
459,1
460,1
461,1
462,1
463,1
464,1
465,465
466,1
467,1
468,1
469,1
470,1
471,1
472,1
473,1
474,1
475,1
476,1
477,1
478,1
479,1
480,1
481,481
482,1
483,1
484,1
485,1
486,1
487,1
488,1
489,1
490,1
491,1
492,1
493,1
494,1
495,1
496,1
497,1
498,1
499,1
500,1
501,1
502,1
503,1
504,1
505,1
506,1
507,1
508,1
509,1
510,1
511,1
512,1
